UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
Q6ZSC3	375287
	100131568
Q6ZP01	375316
Q8IUH3	129831
Q8TBY0	166863
A0AV96	54502
Q5RL73	84060
	132817
P29558	5937
	5938
Q15434	5939
	643427
Q6XE24	27303
	100873977
	100873978
	100873979
P38159	27316
Q9Y388	51634
	100128341
	100132808
	100421047
	100862677
	391804
Q96E39	494115
O75526	27288
Q8N7X1	139804
	3186
	441391
	143543
	100132580
P0DJD3	5940
	286557
A6NDE4	378948
P0DJD4	5942
P0C7P1	378949
A6NEQ0	378950
Q15415	159163
	100287769
	5944
Q15415	378951
	100874497
	5945
	375850
	140123
	347598
	159125
	159162
	378952
	378953
	378955
	140100
	140101
	378956
	379005
	379006
	379007
	379008
	379009
	379010
	379011
	379012
	379024
	64593
P09455	5947
P50120	5948
P10745	5949
P02753	5950
P82980	83758
Q96R05	116362
Q06330	3516
Q9UBG7	11317
	100310842
	3517
	58164
	58163
	100288841
	643198
	100133122
Q93062	11030
	100128750
Q6ZRY4	348093
	100421512
	54032
Q9H1K0	64145
P62877	9978
Q5TC82	149041
	106481790
Q9HBD1	54542
P53805	1827
Q14206	10231
Q9UKA8	11123
	100750325
Q8NDN9	55213
O95199	1102
	100130253
P18754	1104
Q96I51	81554
Q9P258	55920
	114515514
	650983
	100421075
	100131932
	100421090
	100131442
	100421131
	442221
	100129714
A6NED2	91433
Q9Y256	9986
Q96PM5	25898
Q9Y2P8	10171
Q15293	5954
	442234
	728913
Q14257	5955
Q96D15	57333
Q9UKL0	23186
Q8IZ40	283248
Q9P2K3	55758
Q6JBY9	92241
P35243	5957
Q7Z3Z2	343035
P0DJH9	647286
Q92781	5959
Q9NYR8	50700
Q8IZV5	157506
	101926926
Q8TC12	51109
Q96NR8	145226
Q8NBN7	112724
Q9HBH5	57665
O75452	8608
Q8NG50	201299
	112577465
	112577466
	100418928
	112577467
	100131347
P35241	5962
	643244
	5964
O95072	9985
Q7Z4M0	283677
O95980	8434
P46063	5965
O94761	9401
O94762	9400
A0A1B0GV85	345051
Q9H902	65055
Q9BRK0	51308
Q6NUK4	221035
Q9H6H4	80346
Q00765	7905
Q96HR9	92840
P05451	5967
P48304	5968
	5969
Q06141	5068
Q6UW15	130120
Q9BYZ8	83998
Q04864	5966
Q04206	5970
	105369347
Q01201	5971
Q9P260	57614
Q8IUW5	768211
Q8NC24	285613
P78509	5649
Q969Z4	84957
O75628	28954
Q8IYK8	161253
P00797	5972
P51606	5973
Q6BDI9	387849
Q9BWE0	29803
Q96D71	85021
Q8NFH8	9185
O15258	11079
Q9P2R6	473
	102724552
	105377240
	105377243
	646396
Q96A58	85004
	100873980
	100874290
Q9H628	79785
Q9HCM1	55196
Q5W5W9	389075
Q13127	5978
P07949	5979
Q9HD89	56729
Q9BQ08	84666
Q9H6L5	54463
Q8NC44	79137
Q86VR2	162427
Q6NUM9	54884
Q9UBZ9	51455
O60673	5980
	106478974
Q96EN9	55049
Q8N1G1	57455
Q8IX06	254958
	100288527
	441359
	653042
	107986879
	441362
	392242
	100506246
	100288500
	100288470
	100289448
Q9Y3B8	25996
Q9GZR2	57109
Q96IC2	81691
P35251	5981
P35250	5982
P40938	5983
	100131711
P35249	5984
P40937	5985
	100421549
Q8TAC1	317671
	100129167
Q8WZ73	117584
Q969G6	55312
	100313962
	100132753
Q6ZTI6	144347
Q8N5W9	359845
Q9Y644	5986
O75677	5988
	10740
O75678	10739
O75679	10738
P0C7P2	10737
A6NLU0	342931
F8VTS6	729974
	646663
	100420059
	106480810
	100420036
	100420058
	100130079
	100420055
Q6ZWI9	442247
Q96AA3	91869
Q14699	23180
	360015
Q52LD8	130132
Q6PCD5	55159
P22670	5989
P48378	5990
P48380	5991
	101929302
Q33E94	5992
P48382	5993
Q8HWS3	222546
Q2KHR2	64864
Q6ZV50	731220
O14593	8625
O00287	5994
Q9H4X1	28984
Q9NZL6	23179
O15211	5863
Q3MIN7	57139
Q8IZJ4	266747
Q96B86	56963
Q6NW40	285704
	503569
Q15493	9104
Q92546	9827
P0DJD0	400966
P0DJD1	729857
A6NKT7	653489
Q7Z3J3	285190
	729121
Q99666	84220
Q99666	729540
O14715	727851
P47804	5995
Q08116	5996
P41220	5997
P49796	5998
P49798	5999
O15539	8490
P49758	9628
P49802	6000
Q6MZT1	401190
P57771	85397
O75916	8787
Q6ZS82	388531
O43665	6001
O94810	8786
O14924	6002
O14921	6003
O43566	10636
O15492	6004
Q9UGC6	26575
	100128628
Q9NS28	64407
P49795	10287
O76081	8601
Q2M5E4	431704
Q8NE09	26166
A5PLK6	353299
Q02094	6005
Q8TEB9	84236
Q6NTF9	57414
Q9Y3P4	25807
Q96CC6	64285
	131973
Q6PJF5	79651
O75783	9028
Q9NX52	54933
P58872	162494
Q9H310	57127
P18577	6006
Q9UBD6	51458
Q02161	6007
Q15382	6009
Q8TAI7	121268
	6008
	101060032
	692231
Q6ZWK4	440712
Q9BSD3	83695
P08100	6010
P61586	387
	106480739
P62745	388
O94844	9886
Q9BYZ6	23221
O94955	22836
P08134	389
O00212	29984
Q9HBH0	54509
P84095	391
Q15669	399
Q9H4E5	57381
P17081	23433
	319093
	730041
	284988
Q8IXI2	55288
	100462813
	100462811
	100462810
Q8IXI1	89941
Q7L0Q8	58480
Q96L33	171177
Q8NHV9	158800
	101928969
	101928941
	107075106
	107075307
Q9BQY4	84528
P0C7M4	727940
Q8TCX5	114822
Q9BWJ2	78998
Q8IUC4	85415
A8MT19	646090
Q8N443	158787
Q9H4K1	26150
Q4ADV7	57589
Q7Z5B4	79608
	101927936
Q9NPQ8	60626
Q9NVN3	55188
Q6R327	253260
P52758	10247
Q5UIP0	55183
A6NNX1	284485
Q96NA2	83547
Q5EBL4	353116
Q969X0	196383
O15034	23504
Q9UFD9	85376
A6NNM3	440804
A6NJZ7	150221
Q8IXN7	284716
Q9ULI2	57494
	54031
	100422371
Q86UR5	22999
Q9UQ26	9699
Q9UJD0	9783
Q9H426	140730
Q13671	9610
Q8WYP3	54453
Q8TB24	79890
Q06587	6015
Q6ZS11	126432
Q6NUQ1	60561
Q9BRS2	83732
Q9BVS4	55781
O14730	8780
	122145
Q9H6W3	79697
Q8IUF8	84864
Q13546	8737
O43353	8767
Q9Y572	11035
P57078	54101
Q6ZS17	79567
Q9Y4F9	9750
Q96MK2	140876
Q0D2K3	92129
Q5TAB7	134701
P57055	53820
	100421053
Q92963	6016
Q99578	6014
Q96K30	84934
P12271	6017
Q13129	6018
	57008
Q9NVW2	51132
	100533695
	100533731
	645453
P04808	6013
P04090	6019
Q8WXF3	117579
Q96DM3	29919
Q96DB5	51115
Q96LZ7	151393
	101410544
Q96TC7	55177
Q9H9A7	80010
Q96E14	116028
Q9NWS8	55005
Q9H871	64795
Q96G75	64777
	6023
	106481874
	196475
	125050
	100873845
	100873846
	100873847
	100873848
	100873849
	100873850
	100873851
	100873852
	100873853
	100873873
	106479099
	106480836
	106479100
	106479101
	106480456
	106480837
	106479102
	106480838
	106479103
	106479104
	106480839
	106481805
	106479105
	106480840
	106480364
	106479106
	106480841
	106479107
	106480457
	106479108
	106480842
	106479109
	106480843
	106479110
	106479111
	106480458
	106480844
	106479112
	106480845
	106479113
	106480846
	106481806
	106479114
	106479115
	106480847
	106481974
	106479116
	106480848
	106480459
	106479117
	106479118
	106480849
	107080626
	106479119
	106481807
	106479120
	106480850
	106479121
	106480851
	106479122
	106480460
	106479123
	106480852
	106479124
	106480853
	106479125
	106480854
	106480461
	107057644
	106479126
	106481748
	106480855
	106479127
	106480856
	106481808
	106479128
	106479129
	106480857
	106479130
	106480858
	106480462
	106479131
	106479132
	106480859
	106479133
	106480860
	106479134
	106481809
	106480861
	106479135
	106479136
	106480365
	106480862
	106479137
	106480463
	106480863
	106479138
	106479139
	106480864
	106481810
	106479140
	106480865
	106479141
	106479142
	106480464
	106480866
	106479143
	106480867
	106479144
	106479145
	106480465
	106480868
	106479146
	106480869
	106479147
	106633802
	106481749
	106480870
	106481811
	106479148
	106479149
	106480871
	106479150
	106480872
	106480466
	106479151
	106479152
	106480873
	106479153
	106480874
	106481812
	106479154
	106480875
	106479155
	106479156
	106480876
	106480366
	106479157
	106480877
	106479158
	106479159
	106480878
	106479160
	106480879
	106480467
	106479161
	106480880
	106479162
	106479163
	106481813
	106480881
	106479164
	106480882
	106479165
	106480883
	106480468
	106479166
	106479167
	106480884
	106479168
	106480885
	106480367
	106481814
	106479169
	106479170
	106480886
	106479171
	106480887
	106480469
	106635535
	106479172
	106479173
	106635536
	106479174
	106479175
	106481815
	106480888
	106479176
	106479177
	106480889
	106480470
	106479178
	106480692
	106480890
	106479179
	106479180
	106480891
	106480471
	106480892
	106479181
	106480893
	106481816
	106479182
	106480894
	106479183
	106479184
	106480895
	106480472
	106479185
	106480896
	106479186
	106479187
	106480897
	106481817
	106479188
	106480898
	106479189
	106481750
	106480899
	106480473
	106479190
	106479191
	106480900
	106479192
	106480901
	106480474
	106479193
	106479194
	106480902
	106479195
	106480903
	106481818
	106479196
	106480904
	106479197
	106479198
	106480905
	106480475
	106480368
	106479199
	106480906
	106479200
	106479201
	106480907
	106479202
	107063536
	106480908
	106481819
	106479203
	106480909
	106479204
	106479205
	106480476
	106480910
	106479206
	106633807
	106479207
	106479208
	106481820
	106479209
	106480911
	106479210
	106480912
	106481751
	106479211
	106480477
	106479212
	106480913
	106479213
	106480914
	106479214
	106480478
	106479215
	106480915
	106479216
	106480916
	106479217
	106481821
	106480917
	106479218
	106479219
	106480918
	106480479
	106479220
	106480369
	106480919
	106479221
	106479222
	106480920
	106481822
	106480921
	106479223
	106479224
	106480480
	106480922
	106479225
	106480923
	106479226
	106480924
	106481823
	106479227
	106479228
	106480925
	6029
	378706
	378707
	6030
	6031
	6032
	6033
	6034
	106479229
	106480926
	106480481
	106479230
	106479231
	106480927
	106480370
	106479232
	106480928
	106480482
	106479233
	106479234
	106480929
	106479235
	106480930
	106479236
	106481824
	106480931
	106479237
	106479238
	106480932
	106479239
	106480483
	106480933
	106479240
	106479241
	106480934
	106481975
	106479242
	106481825
	106480935
	106479243
	106480936
	106480937
	106479244
	106480484
	106479245
	106480938
	106479246
	106480939
	106479247
	106480485
	106479248
	107080632
	106480940
	106479249
	106480941
	106479250
	106480942
	107063539
	106479251
	106479252
	106481752
	106480943
	106479253
	106480944
	106479254
	106479255
	106480945
	106479256
	106480946
	106479257
	106480947
	106480486
	106479258
	106479259
	106480948
	106479260
	106480949
	106480487
	106479261
	106479262
	106480950
	106480371
	106479263
	106480951
	106480488
	106479264
	106480952
	106480953
	106479265
	106480954
	106479266
	106480955
	106479267
	106479268
	106480956
	106481826
	106479269
	106480957
	106479270
	106479271
	106480958
	106480489
	106479272
	106480959
	106479273
	106480960
	106481753
	106481827
	106479274
	106479275
	106480961
	106479276
	107075319
	106480962
	106480490
	106479277
	106479278
	106480963
	106479279
	106480964
	106481828
	106479280
	106480965
	106479281
	106479282
	106480966
	106480491
	106480372
	106479283
	106480967
	106479284
	106479285
	106480968
	106480969
	106479286
	106480970
	106480492
	106479287
	106480971
	106479288
	106479289
	106480972
	106481829
	106479290
	106480973
	106479291
	106479292
	106480974
	106480493
	106479293
	106480975
	106479294
	106480693
	106480976
	106481830
	106479295
	106479296
	106480977
	106479297
	106480978
	106480494
	106479298
	106479299
	106480979
	106479300
	106480980
	106480495
	106479301
	106480981
	106479302
	106479303
	106480982
	106481831
	106481754
	106479304
	106480983
	106479305
	106479306
	106480984
	106480985
	106479307
	106480986
	106479308
	106480987
	106479309
	106479310
	106480988
	106480496
	106479311
	106480989
	106479312
	106479313
	106480990
	106481832
	106479314
	106480991
	106479315
	106480373
	106480992
	106480497
	106479316
	106479317
	106480993
	106479318
	106480994
	106481833
	106479319
	106479320
	106480995
	106479321
	106480996
	106481834
	106479322
	106480997
	106479323
	106479324
	106480998
	106480498
	106480374
	106479325
	106480999
	106479326
	106479327
	106481000
	106481001
	106479328
	106481002
	106481835
	106479329
	106481003
	106479330
	106479331
	106481004
	106480499
	106479332
	106481005
	106479333
	106479334
	106481006
	106480500
	106479335
	106481007
	106479336
	106481755
	106481008
	106481836
	106479337
	106479338
	106481009
	106479339
	106481010
	106480501
	106479340
	106479341
	106481011
	106479342
	106481012
	106481837
	106479343
	106481013
	106479344
	106479345
	106481014
	106480502
	106480375
	106479346
	106481015
	106479347
	106479348
	106481016
	106481017
	106479349
	106481018
	106480503
	106479350
	106481019
	106479351
	106479352
	106481020
	106481838
	106479353
	106481021
	106479354
	106479355
	106481022
	106480504
	106479356
	106481023
	106479357
	106480694
	106481024
	106481839
	106479358
	106479359
	106481025
	106479360
	106481026
	106480505
	106479361
	106479362
	106481027
	106479363
	106481028
	106481840
	106479364
	106481029
	106479365
	106479366
	106481030
	106480506
	106481756
	106479367
	106481031
	106479368
	106479369
	106481032
	106479370
	106481033
	106480507
	106479371
	106481034
	106479372
	106479373
	106481841
	106481035
	106479374
	106481036
	106479375
	106481037
	107080636
	106480508
	106479376
	106479377
	106481038
	106479378
	106480376
	106481039
	106481842
	106479379
	106479380
	106481040
	106866913
	106481041
	106480509
	106479381
	106479382
	106481042
	106479383
	106481043
	106480510
	106479384
	106481044
	106479385
	106479386
	106481843
	106481045
	106480377
	106479387
	106481046
	106479388
	106479389
	106480511
	106481047
	106479390
	106481048
	106481844
	106479391
	106481049
	106479392
	106479393
	106481050
	106480512
	106479394
	106481051
	106479395
	106479396
	106481052
	106481845
	106479397
	106481053
	106479398
	106481757
	106481054
	106480513
	106479399
	106479400
	106481055
	106479401
	106481056
	106480514
	106479402
	106479403
	106481057
	106479404
	106481058
	106481846
	106479405
	106481059
	106479406
	106479407
	106481060
	106480515
	106481758
	106479408
	106481061
	106479409
	106479410
	106481062
	106481063
	106479411
	106481064
	106481847
	106479412
	106481065
	106479413
	106479414
	106481066
	106480516
	106479415
	106481067
	106479416
	106479417
	106481068
	106480517
	106479418
	106481069
	106479419
	106480378
	106481070
	106481848
	106479420
	106479421
	106481071
	106479422
	106481072
	106480518
	106479423
	106479424
	106481073
	106479425
	106481074
	106481849
	106479426
	106481075
	106479427
	106479428
	106481076
	106481850
	106481976
	106479429
	106481077
	106479430
	106479431
	106481078
	106481079
	106479432
	106481080
	106479433
	106481081
	106479434
	106479435
	106481082
	106480519
	106479436
	106481083
	106479437
	106479438
	106481084
	106481851
	106479439
	106481085
	106479440
	106481759
	106481086
	106480520
	106479441
	106479442
	106481087
	106479443
	106481088
	106480521
	106479444
	106479445
	106481089
	106479446
	106481090
	106481852
	106479447
	106481091
	106479448
	106479449
	106481092
	106480522
	106480379
	106479450
	106481093
	106479451
	106479452
	106481094
	106481095
	106479453
	106481096
	106479454
	106481097
	106479455
	106479456
	106481098
	106481853
	106479457
	106481099
	106479458
	106479459
	106481100
	106480523
	106479460
	106481101
	106479461
	106481102
	106481760
	107074708
	106480524
	106479462
	106479463
	106481103
	106479464
	106481104
	106481854
	106479465
	106479466
	106481105
	106479467
	106481106
	106480525
	106479468
	106481107
	106479469
	106479470
	106481108
	106481855
	106480380
	106479471
	106481109
	106479472
	106479473
	106481110
	106479474
	106481111
	106479475
	106481112
	106479476
	106479477
	106480526
	106481113
	106479478
	106481114
	106479479
	106481115
	106481856
	106479480
	106479481
	106481116
	106479482
	106481117
	106480381
	106480527
	106479483
	106479484
	106481118
	106479485
	106481119
	106480528
	106479486
	106479487
	106481120
	106479488
	106481121
	106481857
	107048981
	106481122
	106479489
	106479490
	106480529
	107080652
	106481123
	106480695
	106479491
	106481124
	106479492
	106479493
	106481858
	106481125
	106479494
	106481126
	106479495
	106481127
	106479496
	106479497
	106481128
	106480530
	106479498
	106481129
	106479499
	106479500
	106481130
	106480531
	106479501
	106481131
	106479502
	106481132
	106481761
	106481859
	106479503
	106479504
	106481133
	106479505
	106481134
	106480532
	106479506
	106479507
	106481135
	106479508
	106481136
	106481860
	106479509
	106481137
	106479510
	106479511
	107080653
	106481138
	106480533
	106480382
	106479512
	106481139
	106479513
	106479514
	106481140
	106479515
	106481141
	106481861
	106479516
	106481142
	106479517
	106479518
	106480534
	106481143
	106479519
	106481144
	106479520
	106481145
	106480535
	106479521
	106479522
	106481146
	107080654
	106479523
	106481762
	106481147
	106481862
	106479524
	106479525
	106481148
	106479526
	106481149
	106480536
	106479527
	106479528
	106481150
	106479529
	106481151
	106481863
	106479530
	106481152
	106479531
	106479532
	106480537
	106481153
	106480383
	106479533
	106635537
	106479534
	106479535
	106480538
	106479536
	106481154
	106479537
	106481864
	106481155
	106632263
	106632262
	106632261
	110255166
	110255170
	106632260
	109864281
	109910381
	109864274
	100008587
	100873571
	100873334
	100873572
	100873335
	100873336
	100873573
	109864278
	109864276
	109910384
	100169751
	100169753
	100169754
	100169755
	100169756
	100169757
	100169758
	100169759
	100169760
	100169761
	100169762
	100169763
	100169764
	100169765
	100169766
	100169767
	100169768
	100873273
	100873274
	100873275
	100873276
	100873277
	100873278
	100873356
	100873357
	100873358
	100873359
	100873360
	100873361
	100873362
	100873363
	100873365
	100873366
	100873367
	100873368
	100873369
	100873370
	100873371
	100873279
	100873280
	100873281
	100873282
	100873283
	100873284
	100873285
	100873286
	100873287
	100873288
	106478992
	100873289
	100873290
	100873291
	100873292
	100873293
	100873294
	106480754
	106480357
	100873295
	100873296
	100873297
	100873298
	100873299
	100873300
	100873301
	100873302
	100873303
	100873304
	106480436
	100873305
	100873306
	100873307
	100873308
	100873309
	100873310
	100873311
	100873312
	100873313
	100873314
	100873316
	100873317
	100873318
	100873319
	100873320
	100873321
	100873322
	100873323
	100873324
	100873325
	100873326
	100873327
	100873328
	100873329
	100873330
	100873331
	106478993
	106480755
	100873372
	100873373
	100873374
	100873375
	100873376
	106478994
	100873377
	100873378
	100873379
	100873380
	100873381
	100873382
	100873383
	100873384
	100873385
	100873386
	100873387
	100873388
	100873389
	100873390
	100873391
	100873392
	100873393
	100873394
	100873395
	100873396
	100873397
	100873398
	100873399
	106478995
	100873400
	100873401
	100873402
	106480756
	100873403
	100873404
	100873405
	100873406
	100873407
	106478996
	100873408
	100873409
	100873410
	100873411
	100873412
	100873413
	100873414
	100873415
	106480437
	100873416
	100873417
	100873418
	100873419
	100873420
	100873421
	100873422
	100873423
	100873424
	100873425
	100873426
	106480757
	100873427
	100873428
	100873429
	100873430
	100873431
	100873432
	100873433
	100873434
	100873435
	100873436
	106478997
	100873437
	106478998
	106480758
	100873438
	100873439
	100873440
	100873441
	100873442
	100873443
	100873444
	100873445
	100873446
	100873447
	100873448
	100873449
	100873450
	100873451
	100873452
	100873453
	100873454
	100873455
	100873456
	100873457
	100873458
	100873459
	100873460
	106480438
	100873461
	100873462
	100873463
	100873464
	100873465
	100873466
	106478999
	100873467
	100873468
	100873469
	100873470
	100873471
	100873472
	100873473
	100873474
	100873475
	100873476
	100873477
	100873478
	100873479
	100873480
	106480759
	100873481
	100873482
	100873483
	100873484
	106479000
	100873485
	100873486
	100873487
	100873488
	100873489
	100873490
	100873491
	100873492
	100873493
	100873494
	100873495
	100873496
	100873497
	100873498
	100873499
	100873500
	106479001
	100885864
	100873501
	100873502
	100873503
	100873504
	100873505
	100873506
	100873507
	100873508
	106480760
	106481793
	100873509
	100873510
	100873511
	100873512
	100873513
	100873514
	100873515
	100873516
	106479002
	100873517
	100873518
	100873519
	100873520
	100873521
	100873522
	100873523
	100873524
	100873525
	100873526
	100873527
	100873528
	100873529
	100873530
	100873531
	100873532
	100873533
	100873534
	100873535
	100873536
	100873537
	100873538
	100873539
	100873540
	100873541
	100873542
	100873543
	100873544
	100873545
	100873546
	100873547
	100873548
	100873549
	106479003
	106480761
	100873574
	100873575
	100873576
	106479004
	100873577
	100873578
	100873579
	100873580
	100873581
	100873582
	100873583
	106480762
	106480358
	106480439
	106479005
	106479006
	100873584
	100873585
	100873586
	100873587
	100873588
	100873589
	100873590
	100873591
	100873592
	100873593
	100873594
	100873595
	100873596
	100873597
	100873598
	106480763
	106865375
	106479007
	100873599
	100873600
	100873601
	100873602
	100873603
	100873604
	106479008
	100873605
	100873606
	100873607
	100873608
	100873609
	100873610
	100873611
	106481794
	106480764
	100873612
	100873613
	100873614
	106479009
	100873615
	100873616
	100873617
	100873618
	100873619
	100873620
	100873621
	100873622
	100873623
	100873624
	100873625
	100873626
	100873627
	100873628
	106480765
	100873629
	100873630
	100873631
	100873632
	100873633
	106479010
	106479011
	100873634
	100873635
	100873636
	100873637
	100873638
	100873639
	100873640
	100873641
	107133508
	100873642
	106480766
	100873643
	100873644
	100873645
	100873646
	100873647
	100873648
	100873649
	100873650
	100873652
	100873653
	100873654
	100873655
	106479012
	100873656
	100873657
	100873658
	100873659
	100873660
	100873661
	100873662
	100887740
	100873663
	100873664
	100873665
	100873666
	100873667
	100873668
	100873669
	100873670
	100873671
	100873672
	100873673
	100873674
	100873675
	100873676
	100873677
	100873678
	100873679
	106480767
	100873680
	100873681
	100873682
	100873683
	100873684
	106479013
	100873685
	100873686
	100873687
	106479014
	100873688
	100873689
	106480768
	106481745
	100873690
	100873691
	100873692
	100873693
	106479015
	100873694
	100873695
	100873696
	100873697
	100873698
	100873699
	100873700
	100873701
	100873702
	106479016
	100873703
	100873704
	100873705
	100873706
	100873707
	100873708
	100873709
	100873710
	100873711
	106480769
	100873712
	100873713
	100873714
	100873715
	106479017
	100873716
	100873717
	100873718
	100873719
	100873720
	100873721
	100873722
	100873723
	100873724
	100873725
	100873726
	100873727
	100873728
	100873729
	100873730
	100873731
	100873732
	100873733
	100873734
	100873735
	100873736
	100873737
	100873738
	100873739
	106480770
	100873550
	100873551
	100873552
	100873553
	100873554
	100873555
	100873556
	100873557
	100873558
	100873559
	100873560
	100873561
	100873562
	100873563
	100873564
	100873565
	100873566
	100873567
	100873568
	100873569
	100873570
	106480771
	106479018
	106479019
	106480772
	111644143
	111644134
	111644135
	111644144
	111644145
	111644136
	112436692
	111644137
	112441442
	111644138
	111644140
	111644139
	111644146
	106632259
	106632258
	106631782
	110255165
	110255169
	106631781
	109864280
	109910380
	109864273
	100008588
	359724
	109864277
	109864275
	109910383
	106632267
	106632266
	106632265
	110255164
	110255168
	106632264
	109864282
	109910382
	109864272
	100008589
	106631780
	106631779
	106631778
	110255163
	110255167
	106631777
	109864279
	109910379
	109864271
	100861532
P07998	6035
P10153	6036
P12724	6037
P34096	6038
Q93091	6039
Q9H1E1	84659
Q8TDE3	122665
P60153	390443
Q5GAN6	338879
Q8TAA1	122651
Q5GAN4	493901
Q5GAN3	440163
O60930	246243
	100506054
	284203
	390766
	199827
O75792	10535
Q5TBB1	79621
	100874255
Q8TDP1	84153
	386608
Q6P5S7	440400
	100529209
Q05823	6041
O00584	8635
Q92730	27289
P52198	8153
P61587	390
Q99496	6045
	100132467
P78317	6047
Q99942	6048
	286140
Q9Y252	6049
	100420924
Q9UBF6	9616
	100506872
O76064	9025
Q8N5U6	9921
	100419599
Q9Y3C5	26994
	100131695
	170543
O43567	11342
Q9UBS8	9604
	100129375
	100419643
	100419645
Q9BXT8	56163
Q9NV58	25897
Q6ZMZ0	127544
	100419788
	100419722
Q5VTR2	56254
Q9Y225	11237
Q96BH1	64320
Q9BY78	79102
Q96EP0	55072
Q9H0A6	140545
Q969K3	80196
Q9H0F5	152006
Q9H2S5	80352
O75150	9810
Q9H4P4	10193
Q68DV7	54894
Q7L0R7	22838
O00237	7844
	100526767
Q6ZNA4	54778
Q9ULX5	7732
O15541	7737
Q8IZP6	140432
Q9Y508	55905
Q9Y4L5	27246
Q9H920	55298
Q9H9V4	79845
Q5XPI4	63891
Q96EQ8	54941
Q9BV68	55658
	376412
Q8TEB7	79589
Q86XS8	55819
Q8WVZ7	168433
Q8IUD6	84282
Q8WVD3	51444
	379013
	100419777
